1,123,송화산시도삭면,음식,0,18000,2023-09-01 14:26:28.000000,201403808,https://d12zq4w4guyljn.cloudfront.net/300_300_20230802100808282_photo_662a017dbb16.jpg,월,37.5391852,127.067201,4.3,서울특별시 광진구 자양동 6-63
2,3232,우마이도,음식,0,20000,2023-09-02 14:26:29.000000,201403808,https://d12zq4w4guyljn.cloudfront.net/300_300_20221228034242_photo1_84c32705a85d.jpg,화,37.5418525,127.066434,4.1,서울특별시 광진구 화양동 49-13
3,23,빠오즈푸,음식,0,22000,2023-09-03 16:03:31.000000,201403808,https://d12zq4w4guyljn.cloudfront.net/300_300_20230818014638_photo1_f055dd6e2c0b.jpg,수,37.5482286,127.071554,4.1,서울특별시 광진구 군자동 361-32
4,123123,모츠커피,카페,0,7500,2023-09-10 19:05:01.000000,201403808,https://d12zq4w4guyljn.cloudfront.net/300_300_20230801085510_photo1_4f29965b2826.jpg,목,37.5446524,127.070419,4.8,서울 광진구 화양동 15-20
5,43434,아르무아,카페,0,6800,2023-09-08 19:06:05.000000,201403808,https://d12zq4w4guyljn.cloudfront.net/300_300_20221201012502_photo1_94ecf3cdea70.jpg,금,37.5417509,127.070903,4.5,서울특별시 광진구 화양동 5-32
6,343434,옥루몽,카페,0,14000,2023-09-09 19:05:37.000000,201403808,https://d12zq4w4guyljn.cloudfront.net/300_300_20230820073653_photo1_fgW1KZo5Phdo.jpg,토,37.5470020,127.073647,4.5,서울특별시 광진구 화양동 111-124
108,469752,택시,교통,0,10000,2023-09-03 08:24:12.000000,201403808,,일,,,,
109,469752,지하철,교통,0,4500,2023-09-07 08:23:54.000000,201403808,,목,,,,
110,469752,버스,교통,0,7000,2023-09-08 08:23:59.000000,201403808,,금,,,,
111,469752,택시,교통,0,8500,2023-09-10 08:23:46.000000,201403808,,일,,,,
112,469752,버스,교통,0,8500,2023-09-13 08:23:20.000000,201403808,,수,,,,
113,469752,지하철,교통,0,4500,2023-08-17 08:53:00.000000,201403808,,목,,,,
114,469752,버스,교통,0,4000,2023-08-22 08:52:51.000000,201403808,,화,,,,
115,469752,택시,교통,0,4000,2023-08-27 08:52:40.000000,201403808,,일,,,,
116,460000,카카오페이,기타,0,31000,2023-08-20 18:57:28.000000,201403808,,일,"",,,
117,460000,11번가,기타,0,30000,2023-08-28 14:57:17.000000,201403808,,월,"",,,
118,460000,쿠팡,기타,0,30000,2023-09-02 13:57:10.000000,201403808,,토,"",,,
119,460000,네이버멤버쉽,기타,0,10000,2023-09-10 21:57:00.000000,201403808,,일,,,,
120,460000,넷플릭스,기타,0,10000,2023-09-13 18:56:51.000000,201603808,,수,,,,
127,470752,스타벅스,카페,0,7000,2023-09-13 10:30:15.000000,201403808,https://d12zq4w4guyljn.cloudfront.net/300_300_20230304122321_photo1_06d69fb0c864.jpg,수,37.5383451,127.070900,4.3,서울특별시 광진구 자양동 227-342
128,470752,투또톤토,카페,0,5700,2023-09-10 10:30:19.000000,201403808,https://d12zq4w4guyljn.cloudfront.net/300_300_20230831233130_photo1_d91612ad5865.jpg,수,37.5421741,127.071288,4.2,서울특별시 광진구 화양동 5-3 1층 투또톤토
129,470752,투썸플레이스,카페,0,8000,2023-09-05 14:30:18.000000,201403808,https://d12zq4w4guyljn.cloudfront.net/300_300_20230712010403544_photo_nHsPdBtUHr4V.jpg,수,37.5383451,127.070900,4.3,서울특별시 광진구 자양동 227-342
