상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220813008544,주짓수FIT,,P1,교육,P106,기타 교육,P10601,태권도/무술학원,P85611,태권도 및 무술 교육기관,11,서울특별시,11215,광진구,11215820,자양1동,1121510500,자양동,1.12151E+18,1,대지,654,1,서울특별시 광진구 자양동 654-1,1.12154E+11,서울특별시 광진구 뚝섬로55길,25,,1.12151E+24,은성,서울특별시 광진구 뚝섬로55길 25,143867,5061,,1,,127.0819723,37.532499
MA010120220813008787,B9주짓수,,P1,교육,P106,기타 교육,P10601,태권도/무술학원,P85611,태권도 및 무술 교육기관,11,서울특별시,11215,광진구,11215870,구의3동,1121510300,구의동,1.12151E+18,1,대지,200,4,서울특별시 광진구 구의동 200-4,1.12153E+11,서울특별시 광진구 아차산로,483,,1.12151E+24,,서울특별시 광진구 아차산로 483,143821,5034,,3,,127.0950966,37.54097109
MA010120220813248965,이라라피아노교습소,,P1,교육,P106,기타 교육,P10609,음악학원,P85621,음악학원,11,서울특별시,11215,광진구,11215750,중곡2동,1121510100,중곡동,1.12151E+18,1,대지,138,33,서울특별시 광진구 중곡동 138-33,1.12154E+11,서울특별시 광진구 천호대로113길,5,,1.12151E+24,,서울특별시 광진구 천호대로113길 5,143891,4926,,1,,127.0830463,37.55752055
MA010120220813189583,다온해법학원,,P1,교육,P105,일반 교육,P10501,입시·교과학원,P85501,일반 교과학원,11,서울특별시,11215,광진구,11215830,자양2동,1121510500,자양동,1.12151E+18,1,대지,684,12,서울특별시 광진구 자양동 684-12,1.12154E+11,서울특별시 광진구 뚝섬로64길,20,,1.12151E+24,,서울특별시 광진구 뚝섬로64길 20,143875,5113,,1,,127.0887693,37.53274988
MA010120220813189493,신의공부방,,P1,교육,P105,일반 교육,P10501,입시·교과학원,P85501,일반 교과학원,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,67,1,서울특별시 광진구 화양동 67-1,1.12154E+11,서울특별시 광진구 군자로6길,8,,1.12151E+24,,서울특별시 광진구 군자로6길 8,143915,5010,,,,127.0710823,37.54570436
MA010120220813226401,핑거스튜디오,,P1,교육,P106,기타 교육,P10625,기타 기술/직업 훈련학원,P85669,기타 기술 및 직업 훈련학원,11,서울특별시,11215,광진구,11215730,군자동,1121510900,군자동,1.12151E+18,1,대지,49,18,서울특별시 광진구 군자동 49-18,1.12153E+11,서울특별시 광진구 면목로,12,,1.12151E+24,,서울특별시 광진구 면목로 12,143837,4996,,2,,127.075582,37.55521873
MA010120220813231975,에이비엠그룹,,P1,교육,P106,기타 교육,P10625,기타 기술/직업 훈련학원,P85669,기타 기술 및 직업 훈련학원,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,33,34,서울특별시 광진구 화양동 33-34,1.12154E+11,서울특별시 광진구 능동로13길,75,,1.12151E+24,,서울특별시 광진구 능동로13길 75,143916,5015,,2,,127.0688746,37.54487603
MA010120220813228854,아르텔필하모닉오케스트라협동조합,,P1,교육,P106,기타 교육,P10609,음악학원,P85621,음악학원,11,서울특별시,11215,광진구,11215730,군자동,1121510900,군자동,1.12151E+18,1,대지,476,10,서울특별시 광진구 군자동 476-10,1.12154E+11,서울특별시 광진구 능동로31길,14,,1.12151E+24,수정,서울특별시 광진구 능동로31길 14,143838,4997,,1,,127.0777581,37.5558845
MA010120220813229203,아이비티영어,,P1,교육,P105,일반 교육,P10501,입시·교과학원,P85501,일반 교과학원,11,서울특별시,11215,광진구,11215750,중곡2동,1121510100,중곡동,1.12151E+18,1,대지,122,20,서울특별시 광진구 중곡동 122-20,1.12154E+11,서울특별시 광진구 용마산로5길,17,,1.12151E+24,,서울특별시 광진구 용마산로5길 17,143890,4924,,,,127.0867699,37.55753139
MA010120220813208834,이모티에듀,,P1,교육,P106,기타 교육,P10625,기타 기술/직업 훈련학원,P85669,기타 기술 및 직업 훈련학원,11,서울특별시,11215,광진구,11215847,자양4동,1121510500,자양동,1.12151E+18,1,대지,9,13,서울특별시 광진구 자양동 9-13,1.12154E+11,서울특별시 광진구 아차산로30길,36,,1.12151E+24,서울특별시동부여성발전센타,서울특별시 광진구 아차산로30길 36,143841,5072,,2,,127.0667023,37.53939851
MA010120220813178374,잼실용음악학원군자지점,,P1,교육,P106,기타 교육,P10609,음악학원,P85621,음악학원,11,서울특별시,11215,광진구,11215730,군자동,1121510900,군자동,1.12151E+18,1,대지,27,3,서울특별시 광진구 군자동 27-3,1.12153E+11,서울특별시 광진구 능동로,259,,1.12151E+24,성운빌딩,서울특별시 광진구 능동로 259,143837,4998,,3,,127.0770652,37.55333813
MA010120220813159997,더프라임PT,,P1,교육,P106,기타 교육,P10603,요가/필라테스 학원,P85612,기타 스포츠 교육기관,11,서울특별시,11215,광진구,11215870,구의3동,1121510300,구의동,1.12151E+18,1,대지,631,1,서울특별시 광진구 구의동 631-1,1.12154E+11,서울특별시 광진구 광나루로56길,29,,1.12151E+24,현대프라임아파트,서울특별시 광진구 광나루로56길 29,143761,5119,,2,,127.0965143,37.53695423
MA010120220813286089,공수도연맹무상회,,P1,교육,P106,기타 교육,P10603,요가/필라테스 학원,P85612,기타 스포츠 교육기관,11,서울특별시,11215,광진구,11215830,자양2동,1121510500,자양동,1.12151E+18,1,대지,601,9,서울특별시 광진구 자양동 601-9,1.12153E+11,서울특별시 광진구 자양번영로,26,,1.12151E+24,참버들,서울특별시 광진구 자양번영로 26,143865,5098,,1,,127.0755073,37.53194398
MA010120220813283155,더.공간,,P1,교육,P106,기타 교육,P10625,기타 기술/직업 훈련학원,P85669,기타 기술 및 직업 훈련학원,11,서울특별시,11215,광진구,11215730,군자동,1121510900,군자동,1.12151E+18,1,대지,184,16,서울특별시 광진구 군자동 184-16,1.12154E+11,서울특별시 광진구 동일로56길,8,,1.12151E+24,,서울특별시 광진구 동일로56길 8,143838,5000,,1,,127.0724706,37.55605032
MA010120220813371327,방수기능사온수온돌기능사건축도장기능사학원가람,,P1,교육,P106,기타 교육,P10629,그 외 기타 교육기관,P85699,그 외 기타 분류 안된 교육기관,11,서울특별시,11215,광진구,11215850,구의1동,1121510300,구의동,1.12151E+18,1,대지,221,62,서울특별시 광진구 구의동 221-62,1.12154E+11,서울특별시 광진구 아차산로57길,32,,1.12151E+24,,서울특별시 광진구 아차산로57길 32,143823,5041,,지,,127.0885469,37.53986648
MA010120220813372363,하이맘스터,,P1,교육,P106,기타 교육,P10625,기타 기술/직업 훈련학원,P85669,기타 기술 및 직업 훈련학원,11,서울특별시,11215,광진구,11215840,자양3동,1121510500,자양동,1.12151E+18,1,대지,554,13,서울특별시 광진구 자양동 554-13,1.12154E+11,서울특별시 광진구 능동로6길,22,,1.12151E+24,,서울특별시 광진구 능동로6길 22,143193,5090,,1,,127.0692015,37.53405697
MA010120220813334675,무브필라테스,,P1,교육,P106,기타 교육,P10603,요가/필라테스 학원,P85612,기타 스포츠 교육기관,11,서울특별시,11215,광진구,11215840,자양3동,1121510500,자양동,1.12151E+18,1,대지,855,,서울특별시 광진구 자양동 855,1.12153E+11,서울특별시 광진구 능동로,18,,1.12151E+24,이튼타워리버3차,서울특별시 광진구 능동로 18,143859,5096,,2,,127.0678609,37.5326768
MA010120220813329058,힐링아트화실&카페,,P1,교육,P106,기타 교육,P10611,미술학원,P85622,미술학원,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,111,124,서울특별시 광진구 화양동 111-124,1.12153E+11,서울특별시 광진구 능동로,183,,1.12151E+24,,서울특별시 광진구 능동로 183,143915,5009,,3,,127.0736463,37.54701301
MA010120220813352998,세계직업/자격개발학술원,,P1,교육,P106,기타 교육,P10621,직원 훈련기관,P85650,직원 훈련기관,11,서울특별시,11215,광진구,11215850,구의1동,1121510300,구의동,1.12151E+18,1,대지,243,66,서울특별시 광진구 구의동 243-66,1.12153E+11,서울특별시 광진구 아차산로,399,,1.12151E+24,,서울특별시 광진구 아차산로 399,143825,5044,,3,,127.0870245,37.53758407
MA010120220813338208,리틀모짜르트,,P1,교육,P106,기타 교육,P10609,음악학원,P85621,음악학원,11,서울특별시,11215,광진구,11215860,구의2동,1121510300,구의동,1.12151E+18,1,대지,63,2,서울특별시 광진구 구의동 63-2,1.12154E+11,서울특별시 광진구 천호대로136길,43,,1.12151E+24,,서울특별시 광진구 천호대로136길 43,143818,4979,,1,,127.0902628,37.5476558
MA010120220813336352,정진체육관,,P1,교육,P106,기타 교육,P10601,태권도/무술학원,P85611,태권도 및 무술 교육기관,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,132,63,서울특별시 광진구 화양동 132-63,1.12153E+11,서울특별시 광진구 군자로,42,,1.12151E+24,,서울특별시 광진구 군자로 42,143915,5009,,1,,127.0704001,37.54687937
MA010120220813404614,필라테스진,,P1,교육,P106,기타 교육,P10603,요가/필라테스 학원,P85612,기타 스포츠 교육기관,11,서울특별시,11215,광진구,11215870,구의3동,1121510300,구의동,1.12151E+18,1,대지,218,1,서울특별시 광진구 구의동 218-1,1.12153E+11,서울특별시 광진구 아차산로,458,,1.12151E+24,다다빌딩,서울특별시 광진구 아차산로 458,143822,5047,,2,,127.0931248,37.53934308
MA010120220813457200,숙명현음악교습소,,P1,교육,P106,기타 교육,P10609,음악학원,P85621,음악학원,11,서울특별시,11215,광진구,11215870,구의3동,1121510300,구의동,1.12151E+18,1,대지,611,1,서울특별시 광진구 구의동 611-1,1.12154E+11,서울특별시 광진구 광나루로56길,34,,1.12151E+24,구의동현대2단지,서울특별시 광진구 광나루로56길 34,143832,5118,,2,,127.0966132,37.53813537
MA010120220813496331,주거돌봄협동조합,,P1,교육,P106,기타 교육,P10629,그 외 기타 교육기관,P85699,그 외 기타 분류 안된 교육기관,11,서울특별시,11215,광진구,11215850,구의1동,1121510300,구의동,1.12151E+18,1,대지,237,20,서울특별시 광진구 구의동 237-20,1.12154E+11,서울특별시 광진구 광나루로36길,40,,1.12151E+24,,서울특별시 광진구 광나루로36길 40,143824,5038,,1,,127.086085,37.54317234
MA010120220813437634,위너스아카데미학원,,P1,교육,P105,일반 교육,P10501,입시·교과학원,P85501,일반 교과학원,11,서울특별시,11215,광진구,11215830,자양2동,1121510500,자양동,1.12151E+18,1,대지,688,9,서울특별시 광진구 자양동 688-9,1.12154E+11,서울특별시 광진구 뚝섬로64길,42,,1.12151E+24,,서울특별시 광진구 뚝섬로64길 42,143875,5113,,2,,127.0888494,37.53175032
MA010120220813434912,제이화프라이빗필라테스,,P1,교육,P106,기타 교육,P10603,요가/필라테스 학원,P85612,기타 스포츠 교육기관,11,서울특별시,11215,광진구,11215860,구의2동,1121510300,구의동,1.12151E+18,1,대지,671,,서울특별시 광진구 구의동 671,1.12154E+11,서울특별시 광진구 광나루로39길,11,,1.12151E+24,구의자이르네,서울특별시 광진구 광나루로39길 11,143202,4977,,2,,127.0887614,37.54549071
MA010120220813421310,한국문화센터건대지부,,P1,교육,P106,기타 교육,P10625,기타 기술/직업 훈련학원,P85669,기타 기술 및 직업 훈련학원,11,서울특별시,11215,광진구,11215847,자양4동,1121510500,자양동,1.12151E+18,1,대지,553,323,서울특별시 광진구 자양동 553-323,1.12153E+11,서울특별시 광진구 뚝섬로,499,,1.12151E+24,,서울특별시 광진구 뚝섬로 499,143862,5077,,3,,127.0658153,37.53612068
MA010120220813427625,드림아트미술학원,,P1,교육,P106,기타 교육,P10611,미술학원,P85622,미술학원,11,서울특별시,11215,광진구,11215810,광장동,1121510400,광장동,1.12151E+18,1,대지,517,5,서울특별시 광진구 광장동 517-5,1.12153E+11,서울특별시 광진구 아차산로,493,,1.12151E+24,,서울특별시 광진구 아차산로 493,143815,4984,,4,,127.0961847,37.54176334
MA010120220813397329,쉐이프웨이즈,,P1,교육,P106,기타 교육,P10621,직원 훈련기관,P85650,직원 훈련기관,11,서울특별시,11215,광진구,11215820,자양1동,1121510500,자양동,1.12151E+18,1,대지,798,,서울특별시 광진구 자양동 798,1.12154E+11,서울특별시 광진구 아차산로40길,16,3,1.12151E+24,,서울특별시 광진구 아차산로40길 16-3,143191,5053,,,,127.0782298,37.53688501
MA010120220813546523,동양안전,,P1,교육,P106,기타 교육,P10621,직원 훈련기관,P85650,직원 훈련기관,11,서울특별시,11215,광진구,11215750,중곡2동,1121510100,중곡동,1.12151E+18,1,대지,116,9,서울특별시 광진구 중곡동 116-9,1.12152E+11,서울특별시 광진구 천호대로,625,,1.12151E+24,금강빌딩,서울특별시 광진구 천호대로 625,143890,4931,,,,127.0872597,37.55448962
MA010120220813635762,뿌리미술교습소,,P1,교육,P106,기타 교육,P10611,미술학원,P85622,미술학원,11,서울특별시,11215,광진구,11215870,구의3동,1121510300,구의동,1.12151E+18,1,대지,209,43,서울특별시 광진구 구의동 209-43,1.12154E+11,서울특별시 광진구 아차산로59길,42,,1.12151E+24,,서울특별시 광진구 아차산로59길 42,143821,5036,,1,,127.0907937,37.54028027
MA010120220813644156,재원아트,,P1,교육,P106,기타 교육,P10611,미술학원,P85622,미술학원,11,서울특별시,11215,광진구,11215870,구의3동,1121510300,구의동,1.12151E+18,1,대지,214,12,서울특별시 광진구 구의동 214-12,1.12153E+11,서울특별시 광진구 구의강변로,88,,1.12151E+24,,서울특별시 광진구 구의강변로 88,143822,5117,,2,,127.0941438,37.53835974
MA010120220813611171,도움pt,,P1,교육,P106,기타 교육,P10629,그 외 기타 교육기관,P85699,그 외 기타 분류 안된 교육기관,11,서울특별시,11215,광진구,11215850,구의1동,1121510300,구의동,1.12151E+18,1,대지,252,43,서울특별시 광진구 구의동 252-43,1.12154E+11,서울특별시 광진구 자양로18길,5,,1.12151E+24,,서울특별시 광진구 자양로18길 5,143826,5043,,4,,127.0838225,37.53756828
MA010120220813595215,올림피아드교육광진영재센터,,P1,교육,P105,일반 교육,P10501,입시·교과학원,P85501,일반 교과학원,11,서울특별시,11215,광진구,11215830,자양2동,1121510500,자양동,1.12151E+18,1,대지,680,3,서울특별시 광진구 자양동 680-3,1.12153E+11,서울특별시 광진구 자양로,90,,1.12151E+24,이주빌딩,서울특별시 광진구 자양로 90,143874,5051,,6,,127.0842397,37.53583248
MA010120220813595817,비자비즈,,P1,교육,P107,교육 지원,P10799,기타 교육지원 서비스업,M71109,기타 법무관련 서비스업,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,33,34,서울특별시 광진구 화양동 33-34,1.12154E+11,서울특별시 광진구 능동로13길,75,,1.12151E+24,,서울특별시 광진구 능동로13길 75,143916,5015,,2,,127.0688746,37.54487603
MA010120220813596106,국어논술이안학원,,P1,교육,P105,일반 교육,P10501,입시·교과학원,P85501,일반 교과학원,11,서울특별시,11215,광진구,11215810,광장동,1121510400,광장동,1.12151E+18,1,대지,470,3,서울특별시 광진구 광장동 470-3,1.12153E+11,서울특별시 광진구 아차산로,502,,1.12151E+24,진넥스오딧세이,서울특별시 광진구 아차산로 502,143814,4974,,,,127.0972195,37.54134776
MA010120220813586430,삼성영어자양학원,,P1,교육,P106,기타 교육,P10615,외국어학원,P85501,일반 교과학원,11,서울특별시,11215,광진구,11215840,자양3동,1121510500,자양동,1.12151E+18,1,대지,580,1,서울특별시 광진구 자양동 580-1,1.12154E+11,서울특별시 광진구 뚝섬로41길,8,,1.12151E+24,,서울특별시 광진구 뚝섬로41길 8,143863,5068,,2,,127.0750867,37.53393201
MA010120220813608909,다움요가&필라테스,,P1,교육,P106,기타 교육,P10603,요가/필라테스 학원,P85612,기타 스포츠 교육기관,11,서울특별시,11215,광진구,11215860,구의2동,1121510300,구의동,1.12151E+18,1,대지,54,9,서울특별시 광진구 구의동 54-9,1.12152E+11,서울특별시 광진구 천호대로,673,,1.12151E+24,신제빌딩,서울특별시 광진구 천호대로 673,143817,4954,,3,,127.0904812,37.5510995
MA010120220813579403,미자기공방,,P1,교육,P106,기타 교육,P10625,기타 기술/직업 훈련학원,P85669,기타 기술 및 직업 훈련학원,11,서울특별시,11215,광진구,11215840,자양3동,1121510500,자양동,1.12151E+18,1,대지,469,,서울특별시 광진구 자양동 469,1.12154E+11,서울특별시 광진구 자양번영로3길,54,,1.12151E+24,,서울특별시 광진구 자양번영로3길 54,143858,5091,,,,127.0722764,37.53245026
MA010120220813554223,둥지드럼,,P1,교육,P106,기타 교육,P10609,음악학원,P85621,음악학원,11,서울특별시,11215,광진구,11215820,자양1동,1121510500,자양동,1.12151E+18,1,대지,225,17,서울특별시 광진구 자양동 225-17,1.12154E+11,서울특별시 광진구 아차산로41가길,6,9,1.12151E+24,,서울특별시 광진구 아차산로41가길 6-9,143853,5028,,,,127.0783293,37.53891316
MA010120220813556612,허윤호수학학원,,P1,교육,P105,일반 교육,P10501,입시·교과학원,P85501,일반 교과학원,11,서울특별시,11215,광진구,11215870,구의3동,1121510300,구의동,1.12151E+18,1,대지,201,8,서울특별시 광진구 구의동 201-8,1.12153E+11,서울특별시 광진구 광나루로,604,,1.12151E+24,진넥스베르디엠,서울특별시 광진구 광나루로 604,143821,5034,,2,,127.094897,37.54157326
MA010120220813517859,열방수학,,P1,교육,P105,일반 교육,P10501,입시·교과학원,P85501,일반 교과학원,11,서울특별시,11215,광진구,11215770,중곡4동,1121510100,중곡동,1.12151E+18,1,대지,107,28,서울특별시 광진구 중곡동 107-28,1.12154E+11,서울특별시 광진구 영화사로7길,24,,1.12151E+24,,서울특별시 광진구 영화사로7길 24,143889,4947,,1,,127.092157,37.55662683
MA010120220813714857,분석수학교습소,,P1,교육,P105,일반 교육,P10501,입시·교과학원,P85501,일반 교과학원,11,서울특별시,11215,광진구,11215750,중곡2동,1121510100,중곡동,1.12151E+18,1,대지,139,3,서울특별시 광진구 중곡동 139-3,1.12154E+11,서울특별시 광진구 용마산로3길,93,,1.12151E+24,,서울특별시 광진구 용마산로3길 93,143891,4930,,,,127.083063,37.55707916
MA010120220813711823,굿쌤키즈쿡,,P1,교육,P106,기타 교육,P10629,그 외 기타 교육기관,P85699,그 외 기타 분류 안된 교육기관,11,서울특별시,11215,광진구,11215870,구의3동,1121510300,구의동,1.12151E+18,1,대지,224,67,서울특별시 광진구 구의동 224-67,1.12154E+11,서울특별시 광진구 구의로8길,15,,1.12151E+24,,서울특별시 광진구 구의로8길 15,143959,5036,,,,127.0908887,37.54177675
MA010120220813763694,새미준학원,,P1,교육,P105,일반 교육,P10501,입시·교과학원,P85501,일반 교과학원,11,서울특별시,11215,광진구,11215840,자양3동,1121510500,자양동,1.12151E+18,1,대지,512,2,서울특별시 광진구 자양동 512-2,1.12154E+11,서울특별시 광진구 뚝섬로33길,34,,1.12151E+24,,서울특별시 광진구 뚝섬로33길 34,143861,5070,,3,,127.0701097,37.53655103
MA010120220813753806,해성수학교습소,,P1,교육,P105,일반 교육,P10501,입시·교과학원,P85501,일반 교과학원,11,서울특별시,11215,광진구,11215840,자양3동,1121510500,자양동,1.12151E+18,1,대지,553,28,서울특별시 광진구 자양동 553-28,1.12153E+11,서울특별시 광진구 능동로,30,,1.12151E+24,,서울특별시 광진구 능동로 30,143193,5090,,2,,127.0681608,37.53403976
MA010120220813754162,더블유디에듀학원,,P1,교육,P105,일반 교육,P10501,입시·교과학원,P85501,일반 교과학원,11,서울특별시,11215,광진구,11215830,자양2동,1121510500,자양동,1.12151E+18,1,대지,608,20,서울특별시 광진구 자양동 608-20,1.12153E+11,서울특별시 광진구 자양번영로,38,,1.12151E+24,,서울특별시 광진구 자양번영로 38,143865,5098,,3,,127.0758353,37.53286562
MA010120220813738185,코헨신학아카데미,,P1,교육,P106,기타 교육,P10629,그 외 기타 교육기관,P85699,그 외 기타 분류 안된 교육기관,11,서울특별시,11215,광진구,11215860,구의2동,1121510300,구의동,1.12151E+18,1,대지,78,43,서울특별시 광진구 구의동 78-43,1.12153E+11,서울특별시 광진구 자양로,253,,1.12151E+24,예인빌딩,서울특별시 광진구 자양로 253,143819,4992,,3,,127.0894306,37.54908206
MA010120220813708192,키테토,,P1,교육,P106,기타 교육,P10625,기타 기술/직업 훈련학원,P85669,기타 기술 및 직업 훈련학원,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,48,23,서울특별시 광진구 화양동 48-23,1.12154E+11,서울특별시 광진구 아차산로25길,8,,1.12151E+24,,서울특별시 광진구 아차산로25길 8,143917,5019,,2,,127.0667291,37.54178651
MA010120220813709729,이너라인필라테스군자점,,P1,교육,P106,기타 교육,P10603,요가/필라테스 학원,R91139,그 외 기타 스포츠시설 운영업,11,서울특별시,11215,광진구,11215740,중곡1동,1121510100,중곡동,1.12151E+18,1,대지,639,4,서울특별시 광진구 중곡동 639-4,1.12152E+11,서울특별시 광진구 천호대로,531,1,1.12151E+24,,서울특별시 광진구 천호대로 531-1,143912,4919,,,,127.077717,37.558308
MA010120220813693730,십사일동안,,P1,교육,P106,기타 교육,P10603,요가/필라테스 학원,P85612,기타 스포츠 교육기관,11,서울특별시,11215,광진구,11215840,자양3동,1121510500,자양동,1.12151E+18,1,대지,227,342,서울특별시 광진구 자양동 227-342,1.12153E+11,서울특별시 광진구 능동로,90,,1.12151E+24,더클래식500,서울특별시 광진구 능동로 90,143854,5065,,,,127.070902,37.53835036
